ACCE_ABSORB_COST	Ћгд «б«” нЏ«»: %d
TOOLTIP_HELMET	ќж–…
TOOLTIP_HIT_BUFF_ENCHANT_DARK	√Ќ’б Џбм ёж… «бўб«г бгѕ… %d Ћ«дн… Ён «бгЏ—я…	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	√Ќ’б Џбм ёж… «б√—÷ бгѕ… %d Ћ«дн… Ён «бгЏ—я…	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	√Ќ’б Џбм ёж… «б»—ё бгѕ… %d Ћ«дн… Ён «бгЏ—я…	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	√Ќ’б Џбм ёж… «бд«— бгѕ… %d Ћ«дн… Ён «бгЏ—я…	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	√Ќ’б Џбм ёж… «бЋбћ бгѕ… %d Ћ«дн… Ён «бгЏ—я…	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	√Ќ’б Џбм ёж… «б—н«Ќ бгѕ… %d Ћ«дн… Ён «бгЏ—я…	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	√Ќ’б Џбм гё«жг… «бўб«г бгѕ… %d Ћ«дн… Ён «бгЏ—я…	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	√Ќ’б Џбм гё«жг… «б√—÷ бгѕ… %d Ћ«дн… Ён «бгЏ—я…	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	√Ќ’б Џбм гё«жг… «б»—ё бгѕ… %d Ћ«дн… Ён «бгЏ—я…	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	√Ќ’б Џбм гё«жг… «бд«— бгѕ… %d Ћ«дн… Ён «бгЏ—я…	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	√Ќ’б Џбм гё«жг… «бЋбћ бгѕ… %d Ћ«дн… Ён «бгЏ—я…	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	√Ќ’б Џбм гё«жг… «б—н«Ќ бгѕ… %d Ћ«дн… Ён «бгЏ—я…	SA
TOOLTIP_HP_REGEN	 ћѕнѕ дё«Ў «бЌн«… +%d%%	SA
TOOLTIP_INT	–я«Ѕ +%d	SA
TOOLTIP_ITEM_ATT_GRADE	ёнг… «бећжг %d
TOOLTIP_ITEM_ATT_POWER	ёнг… «бећжг %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	ёнг… «бећжг %d
TOOLTIP_ITEM_ATT_POWER_REFINE	ёнг… «бећжг %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	”—Џ… «бећжг %s
TOOLTIP_ITEM_DEF_GRADE	ѕЁ«Џ %d
TOOLTIP_ITEM_FAST	”—нЏ
TOOLTIP_ITEM_LIMIT_CON	«бЌѕ «б√ё’м гд ёж… «бЌн«…: %d
TOOLTIP_ITEM_LIMIT_DEX	«бЌѕ «б√ё’м ббгд«ж—…: %d
TOOLTIP_ITEM_LIMIT_INT	«бЌѕ «б√ё’м бб–я«Ѕ: %d
TOOLTIP_ITEM_LIMIT_LEVEL	«» ѕ«Ѕ гд «бг” жм: %d
TOOLTIP_ITEM_LIMIT_STR	«бЌѕ «б√ё’м ббёж…: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	ёнг… «бећжг «б”Ќ—н %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	ёнг… «бећжг «б”Ќ—н %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	«бѕЁ«Џ «б”Ќ—н %d
TOOLTIP_ITEM_NORMAL	Ў»нЏн
TOOLTIP_ITEM_SLOW	»ЎнЅ
TOOLTIP_ITEM_VERY_FAST	”—нЏ ћѕ«р
TOOLTIP_ITEM_VERY_SLOW	»ЎнЅ ћѕ«р
TOOLTIP_ITEM_WEARABLE_JOB	[ё«»б бб ћен“]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	—ёг «бЌў: %d
TOOLTIP_MAGIC_ATTBONUS_PER	ећжг ”Ќ—н +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	ёнг… «бећжг «б”Ќ—н +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	ѕЁ«Џ ”Ќ—н +%d	SA
TOOLTIP_MALL_ATTBONUS	ёнг… «бећжг +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	ёнг… «бећжг	SNA
TOOLTIP_MALL_AUTOLOOT	”н г  бё«∆н«р  ”ћнб «бн«дџ.	SNA
TOOLTIP_MALL_DEFBONUS	«бѕЁ«Џ +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	ѕЁ«Џ 	SNA
TOOLTIP_MALL_EXPBONUS	дё«Ў «бќ»—… +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	дё«Ў «бќ»—… бгёем «б≈д —д  «б≈÷«Ён… +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50% дё«Ў ќ»—… ≈÷«Ён…	SNA
TOOLTIP_MALL_FISH_MIND	«— Ё«Џ дћ«Ќ Ё—’ ’нѕ «б”гя.	SNA
TOOLTIP_MALL_GOLDBONUS	≈— ЁЏ  Ё—’ ≈”ё«Ў «бн«дџ »гёѕ«— %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Ё—’ г÷«ЏЁ… Ён ≈”ё«Ў «бн«дџ	SNA
TOOLTIP_MALL_ITEMBONUS	≈— ЁЏ  Ё—’ ≈”ё«Ў «б√‘н«Ѕ »гёѕ«— %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	гёем ≈д —д  Ё—’ џдг »джѕ “«∆ѕ %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	≈— ЁЏ  Ё—’ ≈”ё«Ў «б√‘н«Ѕ »д”»… 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	“н«ѕ… дё«Ў «бЌ» »”—Џ… √я»—.	SNA
TOOLTIP_MALL_SAFEBOX	 жЁн— г”«Ќ… √я»— бб ќ“нд.	SNA
TOOLTIP_MAX_HP	дё«Ў «бЌн«… «бё’жм +%d	SA
TOOLTIP_MAX_HP_PCT	дё«Ў «бЌн«… «бё’жм +%d%%	SA
TOOLTIP_MAX_SP	дё«Ў «б√”бж» «бё’жм +%d	SA
TOOLTIP_MAX_SP_PCT	дё«Ў «б√”бж» «бё’жм +%d%%	SA
TOOLTIP_MAX_STAMINA	гѕ… «б Ќгб «бё’жм +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	ећжг ”Ќ—н/ё «б Џд ё—» +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d° %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	ќЎ√ GPS(%d, %d)
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	≈–« я«д бѕня √яЋ— гд 90%% дё«Ў Ќн«…° ”н г ќЁ÷ «б÷—— ÷ѕя »ёнг… %d%%.	SA
TOOLTIP_MOV_SPEED	”—Џ… «б Ќ—я %d%%	SA
TOOLTIP_NECK	ёб«ѕ…
TOOLTIP_NEED_ALL_SP	дё«Ў «б√”бж» «бгЎбж»…: «бЌѕ «б√ё’м
TOOLTIP_NEED_GSP	‘»Ќ «б днд «бгЎбж»: %d
TOOLTIP_NEED_HP	дё«Ў «бЌн«… «бгЎбж»…: %d
TOOLTIP_NEED_HP_PER_SEC	дё«Ў «бЌн«… / Ён «бЋ«дн…: %d
TOOLTIP_NEED_SKILL_POINT	дё«Ў «бге«—… «бгЎбж»…:
TOOLTIP_NEED_SP	дё«Ў «б√”бж» «бгЎбж»…: %d
TOOLTIP_NEED_SP_PER_SEC	дё«Ў «б√”бж» / «бЋ«дн…: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	«бг” жм «б «бн: %d («бЌѕ «б√ё’м %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	«бг” жм «б «бн: %d («бЌѕ «б√ё’м %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	’ѕ ÷—— «бећжг »Ё—’… %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	гЏѕб «б÷—— %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	÷—— «бећжг ÷ѕ «б“Џнг +%d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	гЏѕб гё«жг… «б√÷—«— %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	÷—— «бећжг гд «б“Џг«Ѕ +%d%%	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	√Џ÷«Ѕ «бгћгжЏ… √яЋ— гд %d
TOOLTIP_PARTY_INFO_GRADE_UP2	г” жм «бећжг +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	г” жм «бѕЁ«Џ +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	«” Џ«ѕ… дё«Ў «бЌн«…/дё«Ў «б√”бж» бћгнЏ √Џ÷«Ѕ «бгћгжЏ… г—… яб 60 ѕёнё….
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	«” Џ«ѕ… дё«Ў «бЌн«…/дё«Ў «б√”бж» бћгнЏ √Џ÷«Ѕ «бгћгжЏ… г—… яб 30 ѕёнё….
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Џбня «д ў«— 3 ѕё«∆ё »Џѕ гж  √Ќѕ √Џ÷«Ѕ «бгћгжЏ….
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	 ” ЎнЏ Ён √н жё  «” ѕЏ«Ѕ √Џ÷«Ѕ «бгћгжЏ… Џбм дЁ” «бќ«ѕг.
TOOLTIP_PARTY_INFO_SET_ATTACKER	г” жм «бећжг +(√Џ÷«Ѕ «бгћгжЏ…\2) нгяд «ќ н«— «бге«ћгнд %d.
TOOLTIP_PARTY_INFO_SET_TANKER	г—Ќб… «бѕЁ«Џ+(Џѕѕ √Џ÷«Ѕ «бгћгжЏ…) нгяд «ќ н«— 1 гё« б Џд ё—».
TOOLTIP_PARTY_SKILL_LEVEL	«бг” жм «бЌ«бн: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[ Ќ”нд ећжг/ѕЁ«Џ]
TOOLTIP_PARTY_TITLE_HEAL	[«” Џ«ѕ…]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	√яЋ— гд %d гд √Џ÷«Ѕ «бгћгжЏ… √ќ–ж« дё«Ў ќ»—… ≈÷«Ён… %d%%.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[дё«Ў ќ»—… ≈÷«Ён…]
TOOLTIP_PARTY_TITLE_RECALL	[«” ѕЏ«Ѕ]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[ Ќѕнѕ «бге«ћгнд]
TOOLTIP_PARTY_TITLE_SET_TANKER	[ Џннд гЌ«—» ббё «б Џд ё—»]
TOOLTIP_PEPSI_EVENT	5% Џб«ж… ќ»—… EXP ж 5% Ё—’… √Џбм б”б» «б√‘н«Ѕ.	SNA
TOOLTIP_PICK_EXP	дё«Ў: %d / %d
TOOLTIP_PICK_LEVEL	«бг” жм: %d
TOOLTIP_PICK_UPGRADE1	ёѕшге« ббЌЎ«»
TOOLTIP_PICK_UPGRADE2	бян  Ќ’б
TOOLTIP_PICK_UPGRADE3	Џбм гдя«‘ √Ё÷б где.
TOOLTIP_POTION_CURE	≈Џ«ѕ… «б √Ћн—«  «б”б»н….
TOOLTIP_POTION_MIN	ѕёнё…
TOOLTIP_POTION_OF_ELEMENTAL	ћ—Џ… «бжё«н… гд «бЏд«’— +5% ећжг ”Ќ—н/ћ”ѕн | +10% гё«жг… «бЏд«’—	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	”—Џ… «бећжг +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	Џб«ж… ећжг ÷ѕ «бжЌ‘ : +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ећжг: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ећжг: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	ѕЁ«Џ: %d
TOOLTIP_POTION_PLUS_DEX_POINT	гд«ж—…: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	ќ»—… EXP +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	гё«жг… «б÷——: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	дё«Ў «бЌн«… +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	дё«Ў «бЌн«… +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	”—Џ… «б Ќ—я +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	гё«жг… «бўб«г: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	гё«жг… «б√—÷: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	гё«жг… «бЋбћ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	гё«жг… «б”Ќ—: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	дё«Ў «б√”бж» +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	дё«Ў «б√”бж» +%d
TOOLTIP_POTION_PLUS_STR_POINT	ёж…: +%d
TOOLTIP_POTION_SEC	Ћ«дн…
TOOLTIP_POTION_TIME	гѕ…:
TOOLTIP_PROTECTION_OF_ELEMENTAL	гхЌ’д ÷ѕ бЏд… «бЏд«’—	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	«бг‘«—я… Ён »Ўжб… «бг»«—“… PvP
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	ќ»—… EXP «бќ«’… »»Ўжб… «бг»«—“… PvP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	нћ» √д  яжд ёѕ »бџ  «бг” жм 21.
TOOLTIP_REQUIREMENT_41_LEVEL	нћ» √д  яжд ёѕ »бџ  «бг” жм 41
TOOLTIP_REQUIREMENT_LEVEL	нћ» √д  яжд ёѕ »бџ  «бг” жм %d
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s г” жм %d гЎбж»
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d гЎбж»…
TOOLTIP_RESIST_BOW	гё«жг… «б”ег %d%%	SA
TOOLTIP_RESIST_DARK	гё«жг… ÷ѕ «бўб«г +%d%%	SA
TOOLTIP_RESIST_EARTH	гё«жг… «б√—÷ +%d%%	SA
TOOLTIP_RESIST_ELEC	гё«жг… «б»—ё %d%%	SA
TOOLTIP_RESIST_FIRE	гё«жг… «бд«— %d%%	SA
TOOLTIP_RESIST_ICE	гё«жг… «бЋбћ +%d%%	SA
TOOLTIP_RESIST_MAGIC	гё«жг… «б”Ќ— %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	я”— «б”Ќ— %d%%	SA
TOOLTIP_RESIST_PER_DARK	гё«жг… ÷ѕ «бўб«г (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_RESIST_PER_EARTH	гё«жг… «б√—÷ (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_RESIST_PER_ELEC	гё«жг… «б»—ё (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_RESIST_PER_FIRE	гё«жг… «бд«— (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_RESIST_PER_HUMAN	гё«жг… д’Ё «б»‘— (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_RESIST_PER_ICE	гё«жг… «бћбнѕ (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_RESIST_PER_MAGIC	гё«жг… «б”Ќ— (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_RESIST_PER_WIND	гё«жг… «б—н«Ќ (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_REST_USABLE_COUNT	г »ён: %d
TOOLTIP_SEALED	—х»Ў »«б—жЌ
TOOLTIP_SEASON_PVE_BUFF	“н«ѕ… «б÷—— ÷ѕ «б»н∆… «бгЌнЎ… »80% бгѕ… 10 ѕё«∆ё.	SNA
TOOLTIP_SEASON_RANKING_BUFF	“н«ѕ… дё«Ў «б — н» »д”»… 20% бгѕ… 10 ѕё«∆ё.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2. ≈÷«Ё… Џб«ж… +%d%%	SA
TOOLTIP_SELLPRICE	”Џ—: %s
TOOLTIP_SET_ITEM	Ўёг «бЏб«ж…	SNA
TOOLTIP_SET_ITEM_1	гёѕ” 
TOOLTIP_SET_ITEM_2	ген» 
TOOLTIP_SET_ITEM_3	Ё«—”н 
TOOLTIP_SET_ITEM_4	гбян 
TOOLTIP_SET_ITEM_5	Џўнг 
TOOLTIP_SHAMAN	‘«г«д
TOOLTIP_SHIELD	ѕ—Џ
TOOLTIP_SHOES	Ќ–«Ѕ
TOOLTIP_SKILL	ге«—…	SNA
TOOLTIP_SKILLBOOK_NAME	я «» «бге«—« 
TOOLTIP_SKILL_AFFECT_ATT_GRADE	ёнг… «бећжг: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	ёнг… «бећжг:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	”—Џ… «бећжг: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	ѕЁ«Џ:
TOOLTIP_SKILL_AFFECT_DODGE	ёнг… ећжг «бЏѕж: -
TOOLTIP_SKILL_AFFECT_HEAL	«” Џ«ѕ… дё«Ў «бЌн«…:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	”—Џ… «б Ќ—я: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Ё—’… Џя” ећжг Џд ё—»:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	гё«жг… ÷ѕ «б√÷—«— «бћ”ѕн…:
TOOLTIP_SKILL_COOL_TIME	гѕ… «б‘Ќд: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	 ёбн’ ÷—— «бягнд +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	 ёбн’ ÷——  Џжн–… Ў«∆—… +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	√÷—«— «бге«—… %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	÷—— «бге«—… ÷ѕ «б“Џнг +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	÷—— «” ѕЏ«Ѕ «б»—ё +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	÷—— гќб» «б»—ё +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	÷—— ѕж«г… «бќдћ— +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	÷——  г“нё +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	÷—— ÷—»… «б”нЁ +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	÷—— ÷—»… ќ«—ё… +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	÷—— ”ег ”«г +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	÷—— ёЁ“… «б–∆» +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	÷—— ећжг »—ён +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	÷—— ÷—» г»—Ќ +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	÷—— ”ег д«—н+%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	÷—— ÷—»… д«—н… +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	÷—— ж«»б гд «б”е«г +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	÷—— Ќћ— «б‘— +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	÷—— ÷—»… ‘—н—… +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	÷—— —гн… «б»—ё +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	÷—— ≈»Ў«б «б”Ќ— +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	÷—— “∆н—  днд +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	÷—— ѕжш«г… «б”нЁ +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	÷—— гќб» «б–∆» +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	÷—— дЁ” «б–ш∆» +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	÷—— ћ—Ќ Ћб«Ћн «б√ ћ«е«  +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	÷—— џнг… ”«г… +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	÷—— ÷—»… «б√’»Џ +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	÷—— «бЎднд +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	÷—— «бЎбё… «бг я——… +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	÷—— —г«н… «б днд +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	÷—— ѕж«г… «б днд +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	гё«жг… ÷ѕ √÷—«— «бге«—… %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	÷—— «бге«—… гд «б“Џг«Ѕ -%d%%	SA
TOOLTIP_SKILL_DURATION	«бгѕ…: %d Ћ«дн…
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	гѕ…  гжне +%d Ћ«дн….	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	гѕ… е«б… «б”нЁ +%d Ћ«дн….	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	гѕ… «бг‘н »ќЁ… +%d Ћ«дн….	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	гѕ… —жЌ «б–∆» «бя—“н »ќЁ… +%d Ћ«дн….	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	я «» «бд”н«д
TOOLTIP_SKILL_LEVEL	«бг” жм «бЌ«бн: %d
TOOLTIP_SKILL_LEVEL_MASTER	«бг” жм «бЌ«бн: %d («бќ»н—)
TOOLTIP_SKILL_LEVEL_WITH_MAX	«бг” жм «бЌ«бн: %d («бЌѕ «б√ё’м %d)
TOOLTIP_SOCKET_EMPTY	Ё«—џ
TOOLTIP_SOCKET_REFINABLE_ITEM	[‘нЅ гЏ гё»”]
TOOLTIP_SP_REGEN	 ћѕнѕ дё«Ў «б√”бж» +%d%%	SA
TOOLTIP_STR	ёж… +%d	SA
TOOLTIP_SURA	”ж—«
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3. ≈÷«Ё… Џб«ж… +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	гѕ… «б‘Ќд %d Ћ«дн….	SA
TOOLTIP_TIME_CHARGER_PER	гѕ… «б‘Ќд %d%%	SA
TOOLTIP_UNIQUE	Ё—нѕ гд джЏе
TOOLTIP_UNSEAL_LEFT_TIME	Ёя «б—»Ў »«б—шжЌ Ён: %dH %dM
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	” ” жЏ» %d%% гд дё«Ў «бЌн«… Џдѕ «” ќѕ«г «бягнд	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	«” —«Ќ… ≈ћ»«—н…  Џжн–… Ў«∆—…: -%d Ћ«дн… »Ё—’… 10%%	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	«” —«Ќ… ≈ћ»«—н…  Џжн–… Ў«∆—…: -%d Ћ«дн… »Ё—’… 20%%	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	” ” жЏ» Ќ м %d%% гд дё«Ў «бЌн«… Џдѕ «” ќѕ«г «” ѕЏ«Ѕ «б»—ё.	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	” ” жЏ» %d%% гд дё«Ў «бЌн«… Џдѕ «” ќѕ«г гќб» «б»—ё	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	ѕж«г… «бќдћ— ” ƒѕн б≈џг«Ѕ «бќ’г »Ё—’… %d%%	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	“н«ѕ… Ё—’ ећжг Ќу—ћ бгѕ… %d Ћ«дн… Џдѕ «” ќѕ«г  г“нё	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	” ” жЏ» %d%% гд дё«Ў «бЌн«… Џдѕ «” ќѕ«г  г“нё	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	“н«ѕ… ”—Џ… «б”Ќ— бгѕ… %d Ћ«дн… Џдѕ «” ќѕ«г —жЌ «б–∆» «бдшнбн	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	“н«ѕ… ”—Џ… «б Ќ—я бгѕ… %d Ћ«дн… Џдѕ «” ќѕ«г —жЌ «б–∆» «бдшнбн	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	“н«ѕ… ”—Џ… «б”Ќ— бгѕ… %d Ћ«дн… Џдѕ «” ќѕ«г ћ”г ёжн	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	«” —«Ќ… ≈ћ»«—н… ÷—»… ”нЁ: -%d Ћ«дн… »Ё—’… 10%%	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	«” —«Ќ… ≈ћ»«—н… ÷—»… ”нЁ: -%d Ћ«дн… »Ё—’… 20%%	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	«Ќ’б Џбм Џб«ж… Ён «бећжг бгѕ… %d Ћ«дн… Џдѕ «” ќѕ«г г”«Џѕ… «б днд	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	÷—»… ќ«—ё… ” ƒѕн б≈џг«Ѕ «бќ’г »Ё—’… %d%%	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	«Ќ’б Џбм Џб«ж… Ён «бећжг бгѕ… %d Ћ«дн… Џдѕ «” ќѕ«г ”ег ”«г	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	«Ќ’б Џбм Џб«ж… Ён «бећжг бгѕ… %d Ћ«дн… Џдѕ «” ќѕ«г «бЏ“нг…	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	ёЁ“… «б–∆» ” ƒѕн «бм —гн «бќ’г »Ё—’… %d%%	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	ёЁ“… «б–∆» ” ƒѕн б≈џг«Ѕ «бќ’г »Ё—’… %d%%	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	«” —«Ќ… ≈ћ»«—н… ећжг »—ён: -%d Ћ«дн… »Ё—’… 10%%	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	«” —«Ќ… ≈ћ»«—н… ећжг »—ён: -%d Ћ«дн… »Ё—’… 20%%	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	«Ќ’б Џбм Џб«ж… Ён ѕЁ«Џ бгѕ… %d Ћ«дн… Џдѕ «” ќѕ«г ‘Ё—… г”Ќж—…	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	÷—» г»—Ќ ” ƒѕн «бм —гн «бќ’г »Ё—’… %d%%	SA
